Dichanthelium ovale var. addisonii	(Elliott) Gould & C.A. Clark	Addison's rosette grass
Dichanthelium sabulorum	(Lam.) Gould & C.A. Clark	hemlock rosette grass
Dichanthelium sabulorum var. thinium	(Lam.) Gould & C.A. Clark	hemlock rosette grass
Dichanthelium scoparium	(Lam.) Gould	velvet panicum
Dichanthelium strigosum	(Muhl. ex Elliott) Freckmann	roughhair rosette grass
Dichanthelium strigosum var. glabrescens	(Muhl. ex Elliott) Freckmann	roughhair rosette grass
Dichanthelium strigosum var. leucoblepharis	(Muhl. ex Elliott) Freckmann	roughhair rosette grass
Dichanthelium strigosum var. strigosum	(Muhl. ex Elliott) Freckmann	roughhair rosette grass
Dichanthium annulatum	(Forssk.) Stapf	Kleberg's bluestem
Dichanthium aristatum	(Poir.) C.E. Hubbard	Angleton bluestem
Dichondra micrantha	Urb.	Asian ponysfoot
Dicliptera krugii	Urb.	Krug's foldwing
Dicliptera martinicensis	(Jacq.) Juss.	Martinique foldwing
Dicliptera sexangularis	(L.) Juss.	sixangle foldwing
Dicranopteris flexuosa	(Schrad.) Underw.	drooping forkedfern
Dicranopteris pectinata	(Willd.) Underw.	comb forkedfern
Dicranopteris rubiginosa	(Mett.) Maxon	tropical forkedfern
Diectomis fastigiata	(Sw.) P. Beauv.	foldedleaf grass
Dieffenbachia seguine	(Jacq.) Schott	dumbcane
Digitaria argillacea	(Hitchc. & Chase) Fernald	tropical crabgrass
Digitaria bicornis	(Lam.) Roem. & Schult.	Asian crabgrass
Digitaria ciliaris	(Retz.) Koeler	southern crabgrass
Digitaria dolichophylla	Henr.	Caribbean crabgrass
Digitaria eriantha	Steud.	digitgrass
Digitaria horizontalis	Willd.	Jamaican crabgrass
Digitaria insularis	(L.) Mez ex Ekman	sourgrass
Digitaria ischaemum	(Schreb.) Schreb. ex Muhl.	smooth crabgrass
Digitaria longiflora	(Retz.) Pers.	Indian crabgrass
Digitaria nuda	Schumach.	naked crabgrass
Digitaria panicea	(Sw.) Urb.	millet crabgrass
Digitaria sanguinalis	(L.) Scop.	hairy crabgrass
Digitaria setigera	Roth ex Roem. & Schult.	East Indian crabgrass
Digitaria similis	Beetle ex Gould	roadside crabgrass
Digitaria villosa	(Walter) Pers.	shaggy crabgrass
Digitaria violascens	Link	violet crabgrass
Dillenia indica	L.	chulta
Dilomilis montana	(Sw.) Summerhayes	parrotbeak orchid
Dioclea hexandra	(Ralph) Mabberley	bejuco de mato
Diodia apiculata	(Willd. ex Roem. & Schult.) K. Schum.	stiff buttonweed
Diodia ocymifolia	(Willd. ex Roem. & Schult.) Bremek.	slender buttonweed
Diodia sarmentosa	Sw.	tropical buttonweed
Diodia serrulata	(P. Beauv.) G. Taylor	seaside buttonweed
Dioscorea alata	L.	water yam
Dioscorea altissima	Lam.	dunguey
Dioscorea bulbifera	L.	air yam
Dioscorea cayenensis	Lam.	yellow guinea yam
Dioscorea esculenta	(Lour.) Burkill	lesser yam
Dioscorea pilosiuscula	Bertero ex Spreng.	bulbous yam
Dioscorea polygonoides	Humb. & Bonpl. ex Willd.	mata gallina
Dioscorea rotundata	Poir.	Guinea yam
Dioscorea trifida	L. f.	Indian yam
Dioscorea villosa	L.	wild yam
Diospyros revoluta	Poir.	black apple
Diospyros sintenisii	(Krug & Urb.) Standl.	Chinese persimmon
Diplazium centripetale	(Baker) Maxon	royal twinsorus fern
Diplazium cristatum	(Desr.) Alston	crested twinsorus fern
Diplazium expansum	Willd.	great fern
Diplazium grandifolium	(Sw.) Sw.	largeleaf twinsorus fern
Diplazium hymenodes	(Mett.) Á. Löve & D. Löve	peacock fern
Diplazium lherminieri	Hieron.	L'herminier's twinsorus fern
Diplazium plantaginifolium	(L.) Urb.	plantainleaf twinsorus fern
Diplazium riedelianum	(Bong. ex Kunze) C. Presl	Riedel's twinsorus fern
Diplazium striatum	(L.) C. Presl	striped twinsorus fern
Diplazium unilobum	(Poir.) Hieron.	singlelobe twinsorus fern
Dissotis rotundifolia	(Sm.) Triana	pinklady
Distictis lactiflora	(Vahl) DC.	liana fragante
Ditta myricoides	Griseb.	jaboncillo
Dodonaea viscosa	(L.) Jacq.	Florida hopbush
Doliocarpus major	J.F. Gmel.	caskfruit
Doliocarpus olivaceus	Sprague & R.O. Williams ex Standl.	green caskfruit
Domingoa haematochila	(Rchb. f.) Carabia	mona
Dorstenia contrajerva	L.	tusilla
Doryopteris pedata	(L.) Fée	digit fern
Dovyalis hebecarpa	(G. Gardn.) Warb.	Ceylon gooseberry
Doyerea emetocathartica	Gros.	coralfruit
Dracaena fragrans	(L.) Ker Gawl.	fragrant dracaena
Dracontium asperum	K. Koch	dracontium
Dracontium polyphyllum	L.	guapa
Dracunculus vulgaris	Schott	common dracunculus
Drosera capillaris	Poir.	pink sundew
Drymaria cordata	(L.) Willd. ex Schult.	whitesnow
Drypetes alba	Poit.	cafeillo
Drypetes glauca	Vahl	varital
Drypetes ilicifolia	(DC.) Krug & Urb.	rosewood
Drypetes lateriflora	(Sw.) Krug & Urb.	guiana plum
Duranta erecta	L.	golden dewdrops
Dypsis lutescens	(H. Wendl.) Beentje & Dransf.	yellow butterfly palm
Dysphania ambrosioides	(L.) Mosyakin & Clemants	Mexican tea
Echinochloa colona	(L.) Link	jungle rice
Echinochloa crus-galli	(L.) P. Beauv.	barnyardgrass
Echinochloa crus-pavonis	(Kunth) Schult.	gulf cockspur grass
Echinochloa crus-pavonis var. crus-pavonis	(Kunth) Schult.	gulf cockspur grass
Echinochloa polystachya	(Kunth) Hitchc.	creeping river grass
Echinochloa stagnina	(Retz.) P. Beauv.	hippo grass
Echinodorus berteroi	(Spreng.) Fassett	upright burhead
Echinodorus bolivianus	(Rusby) Holm-Niesen	Bolivian burhead
Echinodorus tenellus	(Mart. ex Schult. f.) Buchenau	mudbabies
Eclipta prostrata	(L.) L.	false daisy
Egeria densa	Planch.	Brazilian waterweed
Eichhornia azurea	(Sw.) Kunth	anchored water hyacinth
Eichhornia crassipes	(Mart.) Solms	common water hyacinth
Eichhornia diversifolia	(Vahl) Urb.	variableleaf water hyacinth
Elaphoglossum apodum	(Kaulf.) Schott ex J. Sm.	Caribbean tonguefern
Elaphoglossum chartaceum	(Baker ex Jenman) C. Chr.	papery tonguefern
Elaphoglossum crinitum	(L.) Christ	West Indian tonguefern
Elaphoglossum decoratum	(Kunze) T. Moore	showy tonguefern
Elaphoglossum eggersii	(Baker) Christ	Jamaican tonguefern
Elaphoglossum erinaceum	(Fée) T. Moore	Guadeloupe tonguefern
Elaphoglossum glabellum	J. Sm.	thickroot tonguefern
Elaphoglossum herminieri	(Bory & Fée) T. Moore	drooping tonguefern
Elaphoglossum latifolium	(Sw.) J. Sm.	broadleaf tonguefern
Elaphoglossum longifolium	(C. Presl) J. Sm.	longleaf tonguefern
Elaphoglossum martinicense	(Desv.) T. Moore	Martinique tonguefern
Elaphoglossum maxonii	Underw. ex Morton	Maxon's tonguefern
Elaphoglossum peltatum	(Sw.) Urb.	peltate tonguefern
Elaphoglossum petiolatum	(Sw.) Urb.	graceful tonguefern
Elaphoglossum petiolatum var. dussii	(Sw.) Urb.	Duss' tonguefern
Elaphoglossum rigidum	(Aubl.) Urb.	stiff tonguefern
Elaphoglossum serpens	Maxon & Morton ex Maxon	cerro de punta jayuya
Elaphoglossum simplex	(Sw.) Schott ex J. Sm.	Rio Grande tonguefern
Elaphoglossum smithii	(Baker) Christ	Smith's tonguefern
Elaphoglossum spathulatum	(Bory) T. Moore	Antilles tonguefern
Eleocharis cellulosa	Torr.	Gulf Coast spikerush
Eleocharis debilis	Kunth	Sintenis' Spike-Rush
Eleocharis elegans	(Kunth) Roem. & Schult.	elegant spikerush
Eleocharis fallax	Weath.	creeping spikerush
Eleocharis flavescens	(Poir.) Urb.	yellow spikerush
Eleocharis flavescens var. flavescens	(Poir.) Urb.	yellow spikerush
Eleocharis geniculata	(L.) Roem. & Schult.	Canada spikesedge
Eleocharis interstincta	(Vahl) Roem. & Schult.	knotted spikerush
Eleocharis microcarpa	Torr.	smallfruit spikerush
Eleocharis montana	(Kunth) Roem. & Schult.	mountain spikerush
Eleocharis mutata	(L.) Roem. & Schult.	scallion grass
Eleocharis oligantha	Clarke	fewflowered spikerush
Eleocharis olivacea	Torr.	bright green spikerush
Eleocharis olivacea var. olivacea	Torr.	bright green spikerush
Eleocharis pachycarpa	Desv.	black sand spikerush
Eleocharis pachystyla	(C. Wright) C.B. Clarke	false junco
Eleocharis radicans	(A. Dietr.) Kunth	rooted spikerush
Eleocharis retroflexa	(Poir.) Urb.	coastal plain spikerush
Eleocharis rostellata	(Torr.) Torr.	beaked spikerush
Elephantopus mollis	Kunth	soft elephantsfoot
Eleusine indica	(L.) Gaertn.	Indian goosegrass
Eleutheranthera ruderalis	(Sw.) Sch. Bip.	ogiera
Eleutherine bulbosa	(Mill.) Urb.	lagrimas de la virgen
Elleanthus cordidactylus	Ackerman	false tiger orchid
Elodea canadensis	Michx.	Canadian waterweed
Eltroplectris calcarata	(Sw.) Garay & H.R. Sweet	longclaw orchid
Emilia coccinea	(Sims) G. Don	scarlet tasselflower
Emilia fosbergii	Nicolson	Florida tasselflower
Emilia sonchifolia	(L.) DC.	lilac tasselflower
Emilia sonchifolia var. sonchifolia	(L.) DC.	lilac tasselflower
Encyclia gravida	(Lindl.) Schltr.	heavyfruit butterfly orchid
Encyclia isochila	(Rchb. f.) D. Dod	royal star orchid
Enicostema verticillatum	(L.) Engl. ex Gilg	whitehead
Entada polystachya	(L.) DC.	callingcard vine
Entada polystachya var. polyphylla	(L.) DC.	callingcard vine
Enterolobium cyclocarpum	(Jacq.) Griseb.	monkeysoap
Enterosora trifurcata	(L.) Bishop	threefork polypody
Enydra sessilis	(Sw.) DC.	smallray swampwort
Epidendrum anceps	Jacq.	brown-flower butterfly orchid
Epidendrum antillanum	Ackerman & Hágsater	Antilles star orchid
Epidendrum boricuarum	Hágsater & Sánchez	fleshy star orchid
Epidendrum carpophorum	B. Rodrigues	round-leaf star orchid
Epidendrum ciliare	L.	fringed star orchid
Epidendrum jamaicense	Lindl.	umbrella star orchid
Epidendrum miserrimum	Rchb. f.	woodland tuftedorchid
Epidendrum mutelianum	Cogn.	orange-flower star orchid
Epidendrum nocturnum	Jacq.	night scented orchid
Epidendrum radicans	Pav. ex Lindl.	fire star orchid
Epidendrum ramosum	Jacq.	mountain star orchid
Epidendrum rigidum	Jacq.	stiff flower star orchid
Epidendrum secundum	Jacq.	lopsided star orchid
Epidendrum tridens	Poepp. & Endl.	oblong-leaf star orchid
Epidendrum vicentinum	Lindl.	guilarte
Epiphyllum hookeri	(Link & Otto) Haw.	climbing cactus
Epiphyllum oxypetalum	(DC.) Haw.	Dutchman's pipe cactus
Epipremnum pinnatum	(L.) Engl.	centipede tongavine
Episcia cupreata	(Hook.) Hanst.	flame violet
Eragrostis amabilis	(L.) Wight & Arn. ex Nees	Japanese lovegrass
Eragrostis barrelieri	Daveau	Mediterranean lovegrass
Eragrostis ciliaris	(L.) R. Br.	gophertail lovegrass
Eragrostis curvula	(Schrad.) Nees	weeping lovegrass
Eragrostis elliottii	S. Watson	field lovegrass
Eragrostis glutinosa	(Sw.) Trin.	sticky lovegrass
Eragrostis hypnoides	(Lam.) Britton, Sterns & Poggenb.	teal lovegrass
Eragrostis pectinacea	(Michx.) Nees ex Steud.	tufted lovegrass
Eragrostis pectinacea var. miserrima	(Michx.) Nees ex Steud.	desert lovegrass
Eragrostis pectinacea var. pectinacea	(Michx.) Nees ex Steud.	tufted lovegrass
Eragrostis pilosa	(L.) P. Beauv.	Indian lovegrass
Eragrostis urbaniana	Hitchc.	Urban's lovegrass
Erechtites hieraciifolius	(L.) Raf. ex DC.	American burnweed
Erechtites hieraciifolius var. cacalioides	(L. ) Raf. ex DC.	American burnweed
Erechtites hieraciifolius var. hieraciifolius	(L.) Raf. ex DC.	American burnweed
Erechtites valerianifolius	(Link ex Spreng.) DC.	tropical burnweed
Eremochloa ophiuroides	(Munro) Hack.	centipede grass
Erigeron bellioides	DC.	bellorita
Erigeron cuneifolius	DC.	wedgeleaf fleabane
Erigeron jamaicensis	L.	Jamaican fleabane
Eriobotrya japonica	(Thunb.) Lindl.	loquat
Eriochloa polystachya	Kunth	Caribgrass
Eriochloa punctata	(L.) Desv. ex Ham.	Louisiana cupgrass
Eriochrysis cayennensis	P. Beauv.	moco de pavo
Eriosema crinitum	(Kunth) G. Don	island sand pea
Eriosorus hispidulus	(Kunze) Vareschi	chestnuthair fern
Erithalis fruticosa	L.	blacktorch
Erithalis odorifer	Jacq.	scented blacktorch
Ernodea littoralis	Sw.	coughbush
Erpodium domingense	(Spreng.) Brid. ex Müll. Hal.	Domingo erpodium moss
Eryngium foetidum	L.	spiritweed
Erythrina berteriana	Urb.	machete
Erythrina corallodendron	L.	coral erythrina
Erythrina corallodendron var. connata	L.	connate erythrina
Erythrina crista-galli	L.	crybabytree
Erythrina eggersii	Krukoff & Moldenke	cock's spur
Erythrina fusca	Lour.	bucayo
Erythrina poeppigiana	(Walp.) O.F. Cook	mountain immortelle
Erythrina variegata	L.	tiger's claw
Erythrina variegata var. orientalis	L.	tiger's claw
Erythrodes hirtella	(Sw.) Fawc. & Rendle	Cuban false helmetorchid
Erythrodes plantaginea	(L.) Fawc. & Rendle	Caribbean false helmetorchid
Erythroxylum areolatum	L.	swamp-redwood
Erythroxylum brevipes	DC.	brisselet
Erythroxylum rotundifolium	Lunan	ratwood
Erythroxylum rufum	Cav.	rufous false cocaine
Erythroxylum urbanii	O.E. Schulz	Urban's false cocaine
Etlingera elatior	(Jack) R.M. Sm.	torch-ginger
Eubrachion ambiguum	(Hook. & Arn.) Engl.	tapeworm-plant
Eubrachion ambiguum var. jamaicense	(Hook. & Arn.) Engl.	tapeworm-plant
Eucalyptus camaldulensis	Dehnh.	river redgum
Eucalyptus deglupta	Blume	Indonesian gum
Eucalyptus resinifera	Sm.	redmahogany
Eucharis amazonica	Linden ex Planch.	Amazonlily
Euclasta condylotricha	(Hochst. ex Steud.) Stapf	mock bluestem
Eugenia axillaris	(Sw.) Willd.	white stopper
Eugenia bellonis	Krug & Urb.	Puerto Rico stopper
Eugenia biflora	(L.) DC.	blackrodwood
Eugenia boqueronensis	Britton	Sierra de Cayey stopper
Eugenia borinquensis	Britton	guayabota de sierra
Eugenia cacuminis	Alain	cerro la torrecilla stopper
Eugenia confusa	DC.	redberry stopper
Eugenia cordata	(Sw.) DC.	lathberry
Eugenia cordata var. cordata	(Sw.) DC.	lathberry
Eugenia cordata var. sintenisii	(Sw.) DC.	lathberry
Eugenia corozalensis	Britton	sperry guava
Eugenia domingensis	Berg	serrette guave
Eugenia eggersii	Kiaersk.	guasabara
Eugenia fajardensis	(Krug & Urb.) Urb.	guayabota de Fajardo
Eugenia foetida	Pers.	boxleaf stopper
Eugenia glabrata	(Sw.) DC.	smooth rodwood
Eugenia haematocarpa	Alain	Luquillo Mountain stopper
Eugenia laevis	Berg	bayamon stopper
Eugenia ligustrina	(Sw.) Willd.	privet stopper
Eugenia monticola	(Sw.) DC.	birdcherry
Eugenia padronii	Alain	padron's stopper
Eugenia procera	(Sw.) Poir.	rockmyrtle
Eugenia pseudopsidium	Jacq.	Christmas cherry
Eugenia rhombea	(Berg) Krug & Urb.	red stopper
Eugenia serrasuela	Krug & Urb.	serrasuela
Eugenia sessiliflora	Vahl	sessileleaf stopper
Eugenia stahlii	(Kiaersk.) Krug & Urb.	Stahl's stopper
Eugenia stewardsonii	Britton	Stewardson's stopper
Eugenia underwoodii	Britton	Underwood's stopper
Eugenia uniflora	L.	Surinam cherry
Eugenia woodburyana	Alain	Woodbury's stopper
Eugenia xerophytica	Britton	aridland stopper
Eulophia alta	(L.) Fawc. & Rendle	wild coco
Eupatorium ×pinnatifidum	Elliott	thoroughwort
Eupatorium triplinerve	Vahl	yapana
Euphorbia cotinifolia	L.	Mexican shrubby spurge
Euphorbia cyathophora	Murray	fire on the mountain
Euphorbia heterophylla	L.	Mexican fireplant
Euphorbia lactea	Haw.	mottled spurge
Euphorbia leucocephala	Lotsy	pascuita
Euphorbia milii	Des Moul.	christplant
Euphorbia neriifolia	L.	Indian spurgetree
Euphorbia oerstediana	(Klotzsch & Garcke) Boiss.	West Indian spurge
Euphorbia petiolaris	Sims	manchineel berry
Euphorbia pulcherrima	Willd. ex Klotzsch	poinsettia
Euphorbia tirucalli	L.	Indiantree spurge
Eurystyles ananassocomos	(Rchb. f.) Schltr.	custard orchid
Eustachys petraea	(Sw.) Desv.	pinewoods fingergrass
Evolvulus alsinoides	(L.) L.	slender dwarf morning-glory
Evolvulus alsinoides var. angustifolius	(L.) L.	slender dwarf morning-glory
Evolvulus alsinoides var. debilis	(L.) L.	slender dwarf morning-glory
Evolvulus convolvuloides	(Willd. ex Schult.) Stearn	bindweed dwarf morning-glory
Evolvulus grisebachii	Peter	Grisebach's dwarf morning-glory
Evolvulus nummularius	(L.) L.	agracejo rastrero
Evolvulus sericeus	Sw.	silver dwarf morning-glory
Evolvulus sericeus var. sericeus	Sw.	silver dwarf morning-glory
Exostema caribaeum	(Jacq.) Schult.	Caribbean princewood
Exostema ellipticum	Griseb.	plateado
Exothea paniculata	(Juss.) Radlk.	butterbough
Fadyenia hookeri	(Sweet) Maxon	dotted fern
Faramea occidentalis	(L.) A. Rich.	false coffee
Fatoua villosa	(Thunb.) Nakai	hairy crabweed
Fevillea cordifolia	L.	antidote caccoon
Ficus americana	Aubl.	Jamaican cherry fig
Ficus benjamina	L.	weeping fig
Ficus carica	L.	edible fig
Ficus citrifolia	Mill.	wild banyantree
Ficus drupacea	Thunb.	brown-woolly fig
Ficus elastica	Roxb. ex Hornem.	Indian rubberplant
Ficus lutea	Vahl	Lagos rubbertree
Ficus lyrata	Warb.	fiddleleaf fig
Ficus microcarpa	L. f.	Chinese banyan
Ficus pumila	L.	climbingfig
Ficus religiosa	L.	peepul tree
Ficus stahlii	Warb.	jaguey
Ficus thonningii	Blume	fig
Ficus trigonata	L.	jaguey blanco
Fimbristylis complanata	(Retz.) Link	Puerto Rico fimbry
Fimbristylis cymosa	R. Br.	hurricanegrass
Fimbristylis dichotoma	(L.) Vahl	forked fimbry
Fimbristylis ferruginea	(L.) Vahl	West Indian fimbry
Fimbristylis littoralis	Gaudich.	fimbry
Fimbristylis quinquangularis	(Vahl) Kunth	fiveangle fimbry
Fimbristylis spadicea	(L.) Vahl	
Fioria vitifolia	(L.) Mattei	tropical fanleaf
Flacourtia indica	(Burm. f.) Merr.	governor's plum
Flacourtia inermis	Roxb.	batoko plum
Flaveria bidentis	(L.) Kuntze	coastal plain yellowtops
Flaveria trinervia	(Spreng.) C. Mohr	clustered yellowtops
Fleischmannia microstemon	(Cass.) R.M. King & H. Rob.	tropical thoroughwort
Flemingia strobilifera	(L.) W.T. Aiton	wildhops
Flueggea acidoton	(L.) G.L. Webster	simpleleaf bushweed
Flueggea virosa	(Roxb. ex Willd.) Voigt	common bushweed
Foeniculum vulgare	Mill.	sweet fennel
Forchhammeria brevipes	Urb.	shortstalk forchhammeria
Forchhammeria polyandra	(Griseb.) Alain	manystamen forchhammeria
Forestiera eggersiana	Krug & Urb.	inkbush
Forestiera rhamnifolia	Griseb.	caca ravet
Forestiera segregata	(Jacq.) Krug & Urb.	Florida swampprivet
Forestiera segregata var. segregata	(Jacq.) Krug & Urb.	Florida swampprivet
Forsteronia corymbosa	(Jacq.) G. Mey.	leche de perra
Fortunella margarita	(Lour.) Swingle	oval kumquat
Frangula sphaerosperma	(Sw.) Kartesz & Gandhi	West Indian buckthorn
Fraxinus uhdei	(Wenzig) Lingelsh.	shamel ash
Fuirena robusta	Kunth	
Fuirena umbellata	Rottb.	yefen
Funtumia elastica	(Preuss) Stapf	silkrubber
Furcraea antillana	A. Álvarez	Antillean furcraea
Furcraea tuberosa	(Mill.) W.T. Aiton	female karata
Galactia dubia	DC.	West Indian milkpea
Galactia longifolia	(Jacq.) Benth. ex Hoehne	longleaf milkpea
Galactia striata	(Jacq.) Urb.	Florida hammock milkpea
Galeandra beyrichii	Rchb. f.	Beyrich's hooded orchid
Galinsoga parviflora	Cav.	gallant soldier
Galinsoga quadriradiata	Cav.	shaggy soldier
Galphimia gracilis	Bartlett	slender goldshower
Gamochaeta americana	(Mill.) Weddell	American everlasting
Gamochaeta argyrinea	G.L. Nesom	silvery everlasting
Garcinia dulcis	(Roxb.) Kurz	Gourka
Garcinia hessii	(Britton) Alain	lemon saptree
Garcinia mangostana	L.	mangosteen
Garcinia portoricensis	(Urb.) Alain	palo de cruz
Gardenia jasminoides	Ellis	Cape jasmine
Gaussia attenuata	(O.F. Cook) Becc.	llume
Genipa americana	L.	jagua
Geophila repens	(L.) I.M. Johnst.	corrida yerba de guava
Gesneria citrina	Urb.	yerba Puerto Rico de cueva
Gesneria cuneifolia	(DC.) Fritsch	yerba parrera
Gesneria pauciflora	Urb.	yerba maricao de cueva
Gesneria pedunculosa	(DC.) Fritsch	arbol de Navidad
Gesneria reticulata	(Griseb.) Urb.	yerba neto hoja de cueva
Gesneria viridiflora	(Decne.) Kuntze	grassflower
Gibasis geniculata	(Jacq.) Rohw.	Tahitian bridalveil
Ginoria rohrii	(Vahl) Koehne	bastard gregre
Glandularia bipinnatifida	(Nutt.) Nutt.	Dakota mock vervain
Glandularia bipinnatifida var. bipinnatifida	(Nutt.) Nutt.	Dakota mock vervain
Glandularia pulchella	(Sweet) Troncoso	South American mock vervain
Gliricidia sepium	(Jacq.) Kunth ex Walp.	quickstick
Gloxinia perennis	(L.) Fritsch	Canterbury bells
Glycine max	(L.) Merr.	soybean
Gmelina arborea	Roxb.	gumhar
Gmelina asiatica	L.	Asian bushbeech
Gnaphalium polycaulon	Pers.	many stem cudweed
Goetzea elegans	Wydler	mata buey
Gomidesia lindeniana	Berg	grand merisier
Gomphrena globosa	L.	common globe amaranth
Gomphrena serrata	L.	arrasa con todo
Gonocalyx concolor	Nevl.	island brittleleaf
Gonocalyx portoricensis	(Urb.) A.C. Sm.	Puerto Rico brittleleaf
Gonolobus stephanotrichus	Griseb.	anglepod
Gonzalagunia hirsuta	(Jacq.) K. Schum.	mata de Mariposa
Gossypium barbadense	L.	Creole cotton
Gossypium hirsutum	L.	upland cotton
Gossypium hirsutum var. hirsutum	L.	upland cotton
Gossypium hirsutum var. marie-galante	L.	Marie Galante cotton
Gouania lupuloides	(L.) Urb.	whiteroot
Gouania polygama	(Jacq.) Urb.	liane savon
Govenia floridana	P.M. Brown	tropical govenia
Graffenrieda ottoschulzii	(Urb. & Ekman) Urb. & Ekman	petites graines camasey
Grammitis aspleniifolia	(L.) Proctor	spleenwort dwarf polypody
Grammitis cultrata	(Willd.) Proctor	scaly dwarf polypody
Grammitis hanekeana	Proctor	Sierra de Luquillo dwarf polypody
Grammitis hessii	(Maxon) Alain	tape dwarf polypody
Grammitis liogieri	Proctor	Liogier's dwarf polypody
Grammitis mollissima	(Fée) Proctor	smooth dwarf polypody
Grammitis sherringii	(Baker) Proctor	Sherring's dwarf polypody
Grammitis taxifolia	(L.) Proctor	yewleaf dwarf polypody
Grammitis trichomanoides	(Sw.) Ching	Antilles dwarf polypody
Grevillea robusta	A. Cunn. ex R. Br.	silkoak
Guaiacum officinale	L.	lignum-vitae
Guaiacum sanctum	L.	holywood
Guapira discolor	(Spreng.) Little	beeftree
Guapira fragrans	(Dum. Cours.) Little	black mampoo
Guapira obtusata	(Jacq.) Little	corcho prieto
Guarea glabra	Vahl	alligatorwood
Guarea guidonia	(L.) Sleumer	American muskwood
Guatteria blainii	(Griseb.) Urb.	haya minga
Guatteria caribaea	Urb.	haya blanca
Guazuma ulmifolia	Lam.	bastardcedar
Guettarda elliptica	Sw.	hammock velvetseed
Guettarda krugii	Urb.	frogwood
Guettarda odorata	(Jacq.) Lam.	cucubano de vieques
Guettarda ovalifolia	Urb.	cucubano
Guettarda pungens	Urb.	roseta
Guettarda scabra	(L.) Vent.	wild guave
Guettarda valenzuelana	A. Rich.	cucubano de monte
Gundlachia corymbosa	(Urb.) Britton ex Boldingh	yambush
Guzmania berteroniana	(Schult. & Schult. f.) Mez	Bertero's tufted airplant
Guzmania lingulata	(L.) Mez	droophead tufted airplant
Guzmania lingulata var. concolor	(L.) Mez	droophead tufted airplant
Guzmania monostachia	(L.) Rusby ex Mez	West Indian tufted airplant
Guzmania monostachia var. variegata	(L.) Rusby ex Mez	varigated tufted airplant
Gyminda latifolia	(Sw.) Urb.	West Indian false box
Gymnanthes lucida	Sw.	oysterwood
Gymnopogon foliosus	(Willd.) Nees	leafy skeletongrass
Gymnosiphon niveus	(Griseb.) Urb.	Puerto Rico yellowseed
Gymnosiphon sphaerocarpus	Urb.	mountain yellowseed
Gynerium sagittatum	(Aubl.) P. Beauv.	wildcane
Habenaria alata	Hook.	winged bog orchid
Habenaria amalfitana	Lehm. & Kränzlin	Guadeloupe bog orchid
Habenaria distans	Griseb.	hammock bog orchid
Habenaria eustachya	Rchb. f.	woodland bog orchid
Habenaria monorrhiza	(Sw.) Rchb. f.	tropical bog orchid
Habenaria odontopetala	Rchb. f.	toothpetal bog orchid
Habenaria repens	Nutt.	waterspider bog orchid
Hackelochloa granularis	(L.) Kuntze	pitscale grass
Haematoxylum campechianum	L.	bloodwoodtree
Haenianthus salicifolius	Griseb.	palo de hueso
Haenianthus salicifolius var. obovatus	Griseb.	palo de hueso
Halodule wrightii	Asch.	shoalweed
Halophila baillonis	Asch.	Florida Keys seagrass
Halophila decipiens	Ostenf.	Caribbean seagrass
Hamelia axillaris	Sw.	balsamillo
Hamelia patens	Jacq.	scarletbush
Hapalorchis lineatus	(Lindl.) Schltr.	tropical ladies'-tresses
Harrisella porrecta	(Rchb. f.) Fawc. & Rendle	needleroot airplant orchid
Harrisia portoricensis	Britton	Puerto Rico applecactus
Hebeclinium macrophyllum	(L.) DC.	largeleaf thoroughwort
Hebestigma cubense	(Kunth) Urb.	false locust
Hebestigma cubense var. cubense	(Kunth) Urb.	false locust
Hecistopteris pumila	(Spreng.) J. Sm.	moss fern
Hedychium coronarium	J. Koenig	white garland-lily
Hedychium flavescens	Carey ex Roscoe	cream garland-lily
Hedyosmum arborescens	Sw.	cigarbush
Helianthus annuus	L.	common sunflower
Heliconia bihai	(L.) L.	macawflower
Heliconia caribaea	Lam.	lobsterclaw
Heliconia psittacorum	L. f.	parakeetflower
Heliconia rostrata	Ruiz & Pav.	false bird of paradise
Heliconia stricta	Huber	Dwarf Jamaican Heliconia
Heliconia subulata	Ruiz & Pav.	Guatemalan bird of paradise
Helicteres jamaicensis	Jacq.	screwtree
Heliotropium amplexicaule	Vahl	clasping heliotrope
Heliotropium angiospermum	Murray	scorpion's-tail
Heliotropium arborescens	L.	garden heliotrope
Heliotropium curassavicum	L.	salt heliotrope
Heliotropium curassavicum var. curassavicum	L.	salt heliotrope
Heliotropium fruticosum	L.	Key West heliotrope
Heliotropium guanicense	Urb.	cotorrilla
Heliotropium indicum	L.	Indian heliotrope
Heliotropium lagoense	(Warm.) Guerke	Antilles heliotrope
Heliotropium microphyllum	Sw. ex Wikstr.	littleleaf heliotrope
Heliotropium procumbens	Mill.	fourspike heliotrope
Heliotropium procumbens var. procumbens	Mill.	fourspike heliotrope
Heliotropium ternatum	Vahl	bushy heliotrope
Helleriella punctulata	(Rchb. f.) Garay & H.R. Sweet	dotted orchid
Hemidictyum marginatum	(L.) C. Presl	halfnetfern
Hemigraphis alternata	(Burm. f.) T. Anderson	redivy
Hemigraphis reptans	(G. Forst.) T. Anderson ex Hemsl.	redflame
Hemionitis palmata	L.	starfern
Henriettea fascicularis	(Sw.) G. Maza	camasey peludo
Henriettea macfadyenii	(Triana) Alain	MacFadyen's camasey
