Cassipourea guianensis	Aubl.	goatwood
Cassytha filiformis	L.	devil's gut
Castela erecta	Turp.	goatbush
Castilla elastica	Sessé	Panama rubbertree
Casuarina cunninghamiana	Miq.	river sheoak
Casuarina equisetifolia	L.	beach sheoak
Casuarina lepidophloia	F. Muell.	belah
Catalpa longissima	(Jacq.) Dum. Cours.	Haitian catalpa
Catesbaea melanocarpa	Krug & Urb.	tropical lilythorn
Catesbaea parviflora	Sw.	smallflower lilythorn
Catharanthus roseus	(L.) G. Don	Madagascar periwinkle
Catopsis berteroniana	(Schult. & Schult. f.) Mez	powdery strap airplant
Catopsis floribunda	L.B. Sm.	Florida strap airplant
Catopsis nitida	(Hook.) Griseb.	Caribbean strap airplant
Catopsis nutans	(Sw.) Griseb.	nodding strap airplant
Catopsis sessiliflora	(Ruiz & Pav.) Mez	sessileleaf strap airplant
Cayaponia americana	(Lam.) Cogn.	American melonleaf
Cayaponia racemosa	(Mill.) Cogn.	mountain melonleaf
Cecropia schreberiana	Miq.	pumpwood
Cedrela odorata	L.	Spanish cedar
Ceiba aesculifolia	(Kunth) Britten & Baker f.	pochote
Ceiba pentandra	(L.) Gaertn.	kapoktree
Celosia argentea	L.	silver cock's comb
Celosia nitida	Vahl	West Indian cock's comb
Celosia virgata	Jacq.	albahaca
Celtis iguanaea	(Jacq.) Sarg.	iguana hackberry
Celtis trinervia	Lam.	almex
Cenchrus brownii	Roem. & Schult.	slimbristle sandbur
Cenchrus echinatus	L.	southern sandbur
Cenchrus gracillimus	Nash	slender sandbur
Cenchrus myosuroides	Kunth	big sandbur
Cenchrus spinifex	Cav.	coastal sandbur
Centella erecta	(L. f.) Fernald	erect centella
Centratherum punctatum	Cass.	larkdaisy
Centrosema molle	Mart. ex Benth.	soft butterfly pea
Centrosema plumieri	(Turp. ex Pers.) Benth.	feefee
Centrosema pubescens	Benth.	flor de conchitas
Centrosema virginianum	(L.) Benth.	spurred butterfly pea
Ceratophyllum demersum	L.	coon's tail
Ceratopteris richardii	Brongn.	triangle waterfern
Ceratopteris thalictroides	(L.) Brongn.	watersprite
Cereus hexagonus	(L.) Mill.	lady of the night cactus
Cereus hildmannianus	K. Schum.	hedge cactus
Cestrum alternifolium	(Jacq.) O.E. Schulz	alternateleaf jessamine
Cestrum diurnum	L.	day jessamine
Cestrum laurifolium	L'Hér.	galen del monte
Cestrum nocturnum	L.	night jessamine
Cestrum salicifolium	Jacq.	pussywillow jessamine
Chamaecrista diphylla	(L.) Greene	twoleaf sensitive pea
Chamaecrista glandulosa	(L.) Greene	Jamaican broom
Chamaecrista glandulosa var. glandulosa	(L.) Greene	Jamaican broom
Chamaecrista glandulosa var. mirabilis	(L.) Greene	Jamaican broom
Chamaecrista glandulosa var. swartzii	(L.) Greene	Swartz's jamaican broom
Chamaecrista lineata	(Sw.) Greene	narrowpod sensitive pea
Chamaecrista lineata var. brachyloba	(Sw.) Greene	narrowpod sensitive pea
Chamaecrista nictitans	(L.) Moench	sensitive partridge pea
Chamaecrista nictitans ssp. nictitans var. diffusa	(L.) Moench	sensitive partridge pea
Chamaecrista nictitans ssp. patellaria var. glabrata	(L.) Moench	sensitive partridge pea
Chamaecrista nictitans ssp. patellaria var. patellaria	(L.) Moench	sensitive partridge pea
Chamaecrista portoricensis	(Urb.) O.F. Cook & G.N. Collins	Puerto Rico sensitive pea
Chamaecrista rotundifolia	(Pers.) Greene	roundleaf sensitive pea
Chamaesyce adenoptera	(Bertol.) Small	southern Florida sandmat
Chamaesyce articulata	(Burm.) Britton	jointed sandmat
Chamaesyce berteriana	(Balbis ex Spreng.) Millsp.	Berteron's sandmat
Chamaesyce blodgettii	(Engelm. ex Hitchc.) Small	limestone sandmat
Chamaesyce cowellii	Millsp. ex Britton	Cowell's sandmat
Chamaesyce hirta	(L.) Millsp.	pillpod sandmat
Chamaesyce hypericifolia	(L.) Millsp.	graceful sandmat
Chamaesyce hyssopifolia	(L.) Small	hyssopleaf sandmat
Chamaesyce lasiocarpa	(Klotzsch) Arthur	roadside sandmat
Chamaesyce mesembrianthemifolia	(Jacq.) Dugand	coastal beach sandmat
Chamaesyce nutans	(Lag.) Small	eyebane
Chamaesyce ophthalmica	(Pers.) Burch	Florida hammock sandmat
Chamaesyce orbifolia	Alain	Mona Island sandmat
Chamaesyce prostrata	(Aiton) Small	prostrate sandmat
Chamaesyce serpens	(Kunth) Small	matted sandmat
Chamaesyce thymifolia	(L.) Millsp.	gulf sandmat
Chamaesyce turpinii	(Boiss.) Millsp.	Turpin's sandmat
Chamissoa altissima	(Jacq.) Kunth	false chaff flower
Chaptalia albicans	(Sw.) Vent. ex Steud.	white sunbonnets
Chaptalia dentata	(L.) Cass.	pineland daisy
Chaptalia nutans	(L.) Polak.	heal and draw
Cheilanthes microphylla	(Sw.) Sw.	southern lipfern
Cheilanthes paupercula	(Kunze) Mett.	streambank lipfern
Cheiroglossa palmata	(L.) C. Presl	hand fern
Chenopodium murale	L.	nettleleaf goosefoot
Chiococca alba	(L.) Hitchc.	West Indian milkberry
Chiococca parvifolia	Wullschl. ex Griseb.	pineland milkberry
Chionanthus axilliflorus	(Griseb.) Stearn	hueso
Chionanthus compactus	Sw.	bridgotree
Chionanthus domingensis	Lam.	white rosewood
Chionanthus holdridgei	(Camp & Monachino) Stearn	hueso prieto
Chionanthus ligustrinus	(Sw.) Pers.	cabra blanca
Chione seminervis	Urb. & Ekman	puntaj jayuya
Chione venosa	(Sw.) Urb.	fatpork
Chloris barbata	Sw.	swollen fingergrass
Chloris ciliata	Sw.	fringed windmill grass
Chloris cubensis	Hitchc. & Ekman ex Hitchc.	Cuban windmill grass
Chloris elata	Desv.	tall windmill grass
Chloris radiata	(L.) Sw.	radiate fingergrass
Chloris sagraeana	A. Rich.	roadside windmill grass
Chorisia speciosa	A. St.-Hil.	silk-floss tree
Chromolaena borinquensis	(Britton) R.M. King & H. Rob.	limestone thoroughwort
Chromolaena corymbosa	(Aubl.) R.M. King & H. Rob.	Caribbean thoroughwort
Chromolaena geraniifolia	(Urb.) R.M. King & H. Rob.	geraniumleaf thoroughwort
Chromolaena ivifolia	(L.) R.M. King & H. Rob.	ivyleaf thoroughwort
Chromolaena odorata	(L.) R.M. King & H. Rob.	Jack in the bush
Chromolaena oteroi	(Monachino) R.M. King & H. Rob.	Mona Island thoroughwort
Chromolaena sinuata	(Lam.) R.M. King & H. Rob.	wavyleaf thoroughwort
Chrysobalanus icaco	L.	coco plum
Chrysophyllum argenteum	Jacq.	bastard redwood
Chrysophyllum cainito	L.	star apple
Chrysophyllum oliviforme	L.	satinleaf
Chrysophyllum pauciflorum	Lam.	camito de perro
Chrysothemis pulchella	(Donn ex Sims) Decne.	squarestem
Chusquea abietifolia	Griseb.	climbing bamboo
Cicer arietinum	L.	chick pea
Cinnamomum camphora	(L.) J. Presl	camphortree
Cinnamomum elongatum	(Vahl ex Nees) Kosterm.	laurel avispillo
Cinnamomum montanum	(Sw.) Bercht. & J. Presl	avispillo
Cinnamomum verum	J. Presl	cinnamon
Cirsium mexicanum	DC.	Mexican thistle
Cissampelos pareira	L.	velvetleaf
Cissus erosa	Rich.	caro de tres hojas
Cissus intermedia	A. Rich.	intermediate treebine
Cissus obovata	Vahl	spoonleaf treebine
Cissus trifoliata	(L.) L.	sorrelvine
Cissus tuberculata	Jacq.	West Indian treebine
Cissus verticillata	(L.) Nicolson & Jarvis	seasonvine
Citharexylum caudatum	L.	juniper berry
Citharexylum ×perkinsii	Moldenke	fiddlewood
Citharexylum spinosum	L.	spiny fiddlewood
Citrullus lanatus	(Thunb.) Matsum. & Nakai	watermelon
Citrullus lanatus var. citroides	(Thunb.) Matsum. & Nakai	watermelon
Citrus ×aurantiifolia	(Christm.) Swingle (pro sp.)	key lime
Citrus ×aurantium	L. (pro sp.)	sour orange
Citrus limetta	Risso	bitter orange
Citrus ×limonia	Osbeck (pro sp.)	Mandarin lime
Citrus ×limon	(L.) Burm. f. (pro sp.)	lemon
Citrus maxima	(Burm. f.) Merr.	shaddock
Citrus medica	L.	citron
Citrus ×paradisi	Macfad. (pro sp.)	grapefruit
Citrus reticulata	Blanco	tangerine
Citrus ×sinensis	(L.) Osbeck (pro sp.)	sweet orange
Cladium colocasia	(L.) W. Wight	malanga
Cladium mariscus	(L.) Pohl	swamp sawgrass
Clematis dioica	L.	cabellos de angel
Cleome aculeata	L.	prickly spiderflower
Cleome gynandra	L.	spiderwisp
Cleome hassleriana	Chod.	pink queen
Cleome serrata	Jacq.	toothed spiderflower
Cleome speciosa	Raf.	volantines preciosos
Cleome spinosa	Jacq.	spiny spiderflower
Cleome stenophylla	Klotzsch ex Urb.	tropical spiderflower
Cleome viscosa	L.	Asian spiderflower
Clerodendrum aculeatum	(L.) Schltdl.	haggarbush
Clerodendrum bungei	Steud.	rose glorybower
Clerodendrum chinense	(Osb.) Mabberley	stickbush
Clerodendrum speciosissimum	Van Geert ex C. Morren	Javanese glorybower
Clerodendrum ×speciosum	Dombrain	glorybower
Clerodendrum wallichii	Merr.	Wallich's glorybower
Cleyera albopunctata	(Griseb.) Krug & Urb.	teta prieta
Clibadium erosum	(Sw.) DC.	jackass breadnut
Clidemia angustilamina	W.S. Judd & Skean	narrowleaf terciopelo
Clidemia cymosa	(Wendl. ex Spreng.) Alain	camasey terciopelo
Clidemia hirta	(L.) D. Don	soapbush
Clidemia strigillosa	(Sw.) DC.	thicket hogwood
Clitoria fairchildiana	Howard	Philippine pigeonwings
Clitoria falcata	Lam.	sickle pigeonwings
Clitoria laurifolia	Poir.	laurel-leaf pigeonwings
Clitoria ternatea	L.	Asian pigeonwings
Clusia clusioides	(Griseb.) D'Arcy	cupeillo
Clusia gundlachii	Stahl	Grundlach's attorney
Clusia minor	L.	cupey de monte
Clusia rosea	Jacq.	Scotch attorney
Cnemidaria horrida	(L.) C. Presl	deepwoods fern
Cnidoscolus aconitifolius	(Mill.) I.M. Johnst.	treadsoftly
Coccocypselum herbaceum	Aubl.	yerba de guava
Coccoloba costata	C. Wright ex Sauvalle	uvilla
Coccoloba diversifolia	Jacq.	tietongue
Coccoloba krugii	Lindau	whitewood
Coccoloba microstachya	Willd.	puckhout
Coccoloba pallida	C. Wright	pale seagrape
Coccoloba pubescens	L.	grandleaf seagrape
Coccoloba pyrifolia	Desf.	uvera
Coccoloba rugosa	Desf.	ortegon
Coccoloba sintenisii	Urb. ex Lindau	uvero de monte
Coccoloba swartzii	Meisn.	Swartz's pigeonplum
Coccoloba tenuifolia	L.	Bahama pigeonplum
Coccoloba uvifera	(L.) L.	seagrape
Coccoloba venosa	L.	false chiggergrape
Coccothrinax barbadensis	(Lodd. ex Mart.) Becc.	Puerto Rico silver palm
Cochleanthes flabelliformis	(Sw.) R.E. Schult. & Garay	fanshape orchid
Cochlidium jungens	Bishop	mountain snailfern
Cochlidium rostratum	(Hook.) Maxon ex C. Chr.	beaked snailfern
Cochlidium seminudum	(Willd.) Maxon	tree snailfern
Cochlidium serrulatum	(Sw.) Bishop	toothed snailfern
Cochlospermum vitifolium	(Willd.) Willd. ex Spreng.	silk cottontree
Cocos nucifera	L.	coconut palm
Codariocalyx gyroides	(Roxb. ex Link) Hassk.	false tick trefoil
Codiaeum variegatum	(L.) A. Juss.	garden croton
Coffea arabica	L.	Arabian coffee
Coffea liberica	W. Bull ex Hiern.	Liberian coffee
Coix lacryma-jobi	L.	Job's tears
Cojoba arborea	(L.) Britton & Rose	wild tamarind
Cola acuminata	(P. Beauv.) Schott & Endl.	abata cola
Colocasia esculenta	(L.) Schott	coco yam
Colocasia esculenta var. esculenta	(L.) Schott	coco yam
Colubrina arborescens	(Mill.) Sarg.	greenheart
Colubrina elliptica	(Sw.) Briz. & Stern	soldierwood
Colubrina glandulosa	Perkins	glandular nakedwood
Colubrina glandulosa var. antillana	Perkins	glandular nakedwood
Colubrina verrucosa	(Urb.) M.C. Johnst.	Urban's nakedwood
Columnea ambigua	(Urb.) Morley	tibey de cresta
Columnea scandens	L.	tibey parasito
Columnea scandens var. tulae	L.	tibey parasito
Commelina benghalensis	L.	jio
Commelina diffusa	Burm. f.	climbing dayflower
Commelina diffusa var. diffusa	Burm. f.	climbing dayflower
Commelina erecta	L.	whitemouth dayflower
Commelina erecta var. erecta	L.	whitemouth dayflower
Commelina rufipes	Seubert	cojite blanco
Commelina rufipes var. glabrata	Seubert	cojite blanco
Commelina virginica	L.	Virginia dayflower
Comocladia dodonaea	(L.) Urb.	poison ash
Comocladia glabra	(Schult.) Spreng.	carrasco
Comparettia falcata	Poepp. & Endl.	snail orchid
Condylidium iresinoides	(Kunth) R.M. King & H. Rob.	villalba
Congea tomentosa	Roxb.	lluvia de orquideas
Conocarpus erectus	L.	button mangrove
Conostegia rufescens	Naud.	Luquillo Mountain snailwood
Consolea moniliformis	(L.) Britton	tuna
Consolea rubescens	(Salm-Dyck ex DC.) Lem.	sour pricklypear
Convolvulus nodiflorus	Desv.	aguinaldo blanco
Conyza canadensis	(L.) Cronquist	Canadian horseweed
Conyza canadensis var. pusilla	(L.) Cronquist	Canadian horseweed
Conyza floribunda	Kunth	asthmaweed
Conyza laevigata	(L.C. Rich) Pruski	manzanilla horseweed
Conyza primulifolia	(Lam.) Cuatrec. & Lourteig	primroseleaf horseweed
Copaifera officinalis	(Jacq.) L.	copaiba
Corchorus aestuans	L.	jute
Corchorus hirsutus	L.	jackswitch
Corchorus hirtus	L.	Orinoco jute
Corchorus siliquosus	L.	slippery burr
Cordia alliodora	(Ruiz & Pav.) Oken	Spanish elm
Cordia angustifolia	(West ex Willd.) Roem. & Schult.	basora
Cordia bahamensis	Urb.	Bahama manjack
Cordia bellonis	Urb.	serpentine manjack
Cordia borinquensis	Urb.	muneco
Cordia collococca	L.	red manjack
Cordia gerascanthus	L.	yauco
Cordia globosa	(Jacq.) Kunth	curaciao bush
Cordia laevigata	Lam.	smooth manjack
Cordia lima	(Desv.) Roem. & Schult.	lija
Cordia obliqua	Willd.	clammy cherry
Cordia polycephala	(Lam.) I.M. Johnst.	black-sage
Cordia rickseckeri	Millsp.	San Bartolome
Cordia rupicola	Urb.	Puerto Rico manjack
Cordia sebestena	L.	largeleaf geigertree
Cordia sulcata	DC.	mucilage manjack
Cordia wagneriorum	Howard	Luquillo Mountain manjack
Cordyline fruticosa	(L.) A. Chev	tiplant
Coriandrum sativum	L.	coriander
Cornutia obovata	Urb.	nigua
Cornutia pyramidata	L.	azulejo
Coronopus didymus	(L.) Sm.	lesser swinecress
Corymbia citriodora	(Hook.) K.D. Hill & L.A.S. Johnson	lemonscented gum
Corymborkis forcipigera	(Rchb. f. & Warszewicz) L.O. Williams	lime orchid
Cosmos caudatus	Kunth	wild cosmos
Cosmos sulphureus	Cav.	sulphur cosmos
Costus guanaiensis	Rusby	cana de India
Costus guanaiensis var. macrostrobilus	Rusby	cana de India
Costus malortieanus	H. Wendl.	stepladder ginger
Costus scaber	Ruiz & Pav.	spiral ginger
Costus speciosus	(J. Koenig) Sm.	canereed
Costus spicatus	(Jacq.) Sw.	spiked spiralflag
Couroupita guianensis	Aubl.	cannonball tree
Coursetia caribaea	(Jacq.) Lavin	anil falso
Coursetia caribaea var. caribaea	(Jacq.) Lavin	anil falso
Cranichis muscosa	Sw.	cypress-knee helmet orchid
Cranichis ricartii	Ackerman	Puerto Rico helmet orchid
Craniolaria annua	L.	escorzonera
Crassocephalum crepidioides	(Benth.) S. Moore	redflower ragleaf
Crescentia alata	Kunth	morrito
Crescentia cujete	L.	common calabash tree
Crescentia linearifolia	Miers	higuerito
Crescentia portoricensis	Britton	higuero de sierra
Crinum zeylanicum	(L.) L.	Ceylon swamplily
Critonia portoricensis	(Urb.) Britton & P. Wilson	Puerto Rico thoroughwort
Crocosmia ×crocosmiiflora	(V. Lemoine) N.E. Br.	montbretia
Crossopetalum rhacoma	Crantz	maidenberry
Crotalaria berteriana	DC.	Berteron's rattlebox
Crotalaria brevidens	Benth.	Ethiopian rattlebox
Crotalaria brevidens var. brevidens	Benth.	Ethiopian rattlebox
Crotalaria brevidens var. intermedia	Benth.	Ethiopian rattlebox
Crotalaria incana	L.	shakeshake
Crotalaria juncea	L.	sunn hemp
Crotalaria lotifolia	L.	cascabelillo axilar
Crotalaria micans	Link	Caracas rattlebox
Crotalaria pallida	Aiton	smooth rattlebox
Crotalaria pallida var. obovata	Aiton	smooth rattlebox
Crotalaria retusa	L.	rattleweed
Crotalaria rotundifolia	Walter ex J.F. Gmel.	rabbitbells
Crotalaria sagittalis	L.	arrowhead rattlebox
Crotalaria saltiana	Andrews	African rattlebox
Crotalaria spectabilis	Roth	showy rattlebox
Crotalaria stipularia	Desv.	cascabelillo alado
Crotalaria trichotoma	Bojer	West Indian rattlebox
Crotalaria verrucosa	L.	blue rattlesnake
Croton astroites	Dryand.	wild marrow
Croton betulinus	Vahl	beechleaf croton
Croton discolor	Willd.	lechecillo
Croton flavens	L.	yellow balsam
Croton glandulosus	L.	vente conmigo
Croton glandulosus var. glandulosus	L.	vente conmigo
Croton humilis	L.	pepperbush
Croton impressus	Urb.	Puerto Rico croton
Croton lobatus	L.	lobed croton
Croton lucidus	L.	firebush
Croton nummulariifolius	A. Rich.	money croton
Croton ovalifolius	Vahl	yerba
Croton poecilanthus	Urb.	sabinon
Croton stenophyllus	Griseb.	West Indian croton
Cryptostegia grandiflora	(Roxb. ex R. Br.) R. Br.	Palay rubbervine
Cryptostegia madagascariensis	Bojer ex Decne.	Madagascar rubbervine
Ctenitis hirta	(Sw.) Ching	diamondleaf lacefern
Ctenitis hirta var. portoricana	(Sw.) Ching	diamondleaf lacefern
Ctenitis nemorosa	(Humb. & Bonpl. ex Willd.) Ching	eggleaf lacefern
Cucumis anguria	L.	West Indian gherkin
Cucumis anguria var. longaculeatus	L.	West Indian gherkin
Cucumis melo	L.	cantaloupe
Cucumis sativus	L.	garden cucumber
Cucurbita maxima	Duchesne	winter squash
Cucurbita moschata	Duchesne	crookneck squash
Cucurbita pepo	L.	field pumpkin
Cucurbita pepo var. pepo	L.	field pumpkin
Cupania americana	L.	wild ackee
Cupania triquetra	A. Rich.	guara blanca
Cuphea hyssopifolia	Kunth	false heather
Cuphea micrantha	Kunth	tinypetal waxweed
Cuphea parsonsia	(L.) R. Br. ex Steud.	island waxweed
Cuphea strigulosa	Kunth	stiffhair waxweed
Curculigo capitulata	(Lour.) Kuntze	palm-grass
Curculigo scorzonerifolia	(Lam.) Baker	gorgojo
Curcuma longa	L.	common turmeric
Cuscuta americana	L.	American dodder
Cuscuta boldinghii	Urb.	Boldingh's dodder
Cuscuta globulosa	Benth.	West Indian dodder
Cuscuta indecora	Choisy	bigseed alfalfa dodder
Cuscuta indecora var. neuropetala	Choisy	bigseed dodder
Cuscuta obtusiflora	Kunth	Peruvian dodder
Cuscuta obtusiflora var. glandulosa	Kunth	Peruvian dodder
Cuscuta pentagona	Engelm.	fiveangled dodder
Cuscuta pentagona var. pentagona	Engelm.	fiveangled dodder
Cuscuta umbellata	Kunth	flatglobe dodder
Cyanthillium cinereum	(L.) H. Rob.	little ironweed
Cyathea andina	(Karst.) Domin	parrotfeather treefern
Cyathea arborea	(L.) Sm.	West Indian treefern
Cyathea armata	(Sw.) Domin	creeping treefern
Cyathea borinquena	(Maxon) Domin	birdwing treefern
Cyathea furfuracea	Baker	Jamaican treefern
Cyathea parvula	(Jenman) Domin	small treefern
Cyathea pungens	(Willd.) Domin	spiny treefern
Cyathea tenera	(J. Sm. ex Hook.) T. Moore	helecho gigante
Cyathula prostrata	(L.) Blume	pastureweed
Cybianthus sintenisii	(Urb.) G. Agostini	Puerto Rico ridgerunner
Cycas circinalis	L.	queen sago
Cycas revoluta	Thunb.	sago palm
Cyclopeltis semicordata	(Sw.) J. Sm.	lime fern
Cyclopogon cranichoides	(Griseb.) Schltr.	cranichis-like ladies'-tresses
Cyclopogon elatus	(Sw.) Schltr.	tall ladies'-tresses
Cyclopogon miradorense	Schltr.	Mirador green ladies'-tresses
Cyclospermum leptophyllum	(Pers.) Sprague ex Britton & P. Wilson	marsh parsley
Cydista aequinoctialis	(L.) Miers	guard withe
Cymbocarpa refracta	Miers	cat's milk
Cymbopogon citratus	(DC. ex Nees) Stapf	lemon grass
Cymbopogon nardus	(L.) Rendle	citronella grass
Cymodocea filiformis	(Kütz.) Correll	manatee grass
Cynanchum anegadense	(Britton) Alain	Caribbean swallow-wort
Cynanchum cheesmanii	Woodson	Cheesman's swallow-wort
Cynanchum cubense	(A. Rich.) Woodson	Cuban swallow-wort
Cynanchum ephedroides	(Griseb.) Alain	Puerto Rico swallow-wort
Cynanchum grisebachianum	(Schltr.) Alain	Grisebach's swallow-wort
Cynanchum lineare	(Bello) Alain, nom. inq.	West Indian swallow-wort
Cynanchum monense	(Britton) Alain	Mona Island swallow-wort
Cynanchum parviflorum	Sw.	smallflower swallow-wort
Cynodon dactylon	(L.) Pers.	Bermudagrass
Cynodon nlemfuensis	Vanderyst	African Bermudagrass
Cynodon nlemfuensis var. robustus	Vanderyst	African Bermudagrass
Cynoglossum amabile	Stapf & J.R. Drumm.	Chinese hound's tongue
Cynoglossum furcatum	Wall. ex Roxb.	Ceylon hound's tongue
Cynometra portoricensis	Krug & Urb.	oreganillo falso
Cyperus aggregatus	(Willd.) Endl.	inflatedscale flatsedge
Cyperus articulatus	L.	jointed flatsedge
Cyperus calcicola	Britton	Caribbean flatsedge
Cyperus compressus	L.	poorland flatsedge
Cyperus confertus	Sw.	West Indian flatsedge
Cyperus croceus	Vahl	Baldwin's flatsedge
Cyperus difformis	L.	variable flatsedge
Cyperus digitatus	Roxb.	finger flatsedge
Cyperus distans	L. f.	Piedmont flatsedge
Cyperus elegans	L.	royal flatsedge
Cyperus entrerianus	Boeckeler	woodrush flatsedge
Cyperus esculentus	L.	yellow nutsedge
Cyperus esculentus var. leptostachyus	L.	yellow nutsedge
Cyperus filiformis	Sw.	wiry flatsedge
Cyperus flavescens	L.	yellow flatsedge
Cyperus flexuosus	Vahl	Vahl's flatsedge
Cyperus floridanus	Britton	Florida flatsedge
Cyperus fuligineus	Chapm.	limestone flatsedge
Cyperus giganteus	Vahl	giant flatsedge
Cyperus haspan	L.	haspan flatsedge
Cyperus imbricatus	Retz.	shingle flatsedge
Cyperus involucratus	Rottb.	umbrella plant
Cyperus iria	L.	ricefield flatsedge
Cyperus laevigatus	L.	smooth flatsedge
Cyperus ligularis	L.	Alabama swamp flatsedge
Cyperus mutisii	(Kunth) Griseb.	Mutis' flatsedge
Cyperus nanus var. subtenuis	Willd.	Indian flatsedge
Cyperus nanus	Willd.	Indian flatsedge
Cyperus ochraceus	Vahl	pond flatsedge
Cyperus odoratus	L.	fragrant flatsedge
Cyperus papyrus	L.	papyrus
Cyperus planifolius	Rich.	flatleaf flatsedge
Cyperus polystachyos	Rottb.	manyspike flatsedge
Cyperus polystachyos var. polystachyos	Rottb.	manyspike flatsedge
Cyperus pulguerensis	M.T. Strong	El Pulguero flatsedge
Cyperus rotundus	L.	nutgrass
Cyperus sphacelatus	Rottb.	roadside flatsedge
Cyperus surinamensis	Rottb.	tropical flatsedge
Cyperus swartzii	(A. Dietr.) Boeckeler ex Kük.	Swartz's flatsedge
Cyperus tenuis	Sw.	crevice flatsedge
Cyperus unioloides	R. Br.	uniola flatsedge
Cyperus urbanii	Boeckeler	Urban's flatsedge
Cyperus virens	Michx.	green flatsedge
Cypselea humifusa	Turp.	panal
Cyrilla racemiflora	L.	swamp titi
Cyrtopodium punctatum	(L.) Lindl.	cowhorn orchid
Dacryodes excelsa	Vahl	candletree
Dactylis glomerata	L.	orchardgrass
Dactyloctenium aegyptium	(L.) Willd.	Egyptian grass
Dalbergia ecastaphyllum	(L.) Taubert	coinvine
Dalbergia monetaria	L. f.	moneybush
Dalbergia sissoo	Roxb. ex DC.	Indian rosewood
Dalea carthagenensis	(Jacq.) J.F. Macbr.	Cartagena prairie clover
Dalea carthagenensis var. portoricana	(Jacq.) J.F. Macbr.	Puerto Rico prairie clover
Dalechampia scandens	L.	spurgecreeper
Danaea elliptica	Sm.	Caribbean danafern
Danaea jamaicensis	Underw.	Jamaican danafern
Danaea jenmanii	Underw.	Puerto Rico danafern
Danaea nodosa	(L.) Sm.	nodeless danafern
Danaea urbanii	Maxon	forest danafern
Daphnopsis americana	(Mill.) J.R. Johnst.	burn nose
Daphnopsis helleriana	Urb.	Heller's cieneguillo
Daphnopsis philippiana	Krug & Urb.	emajagua de sierra
Datura inoxia	Mill.	pricklyburr
Datura stramonium	L.	jimsonweed
Datura wrightii	Regel	sacred thorn-apple
Daucus carota	L.	Queen Anne's lace
Delonix regia	(Bojer ex Hook.) Raf.	royal poinciana
Dendropanax arboreus	(L.) Decne. & Planch. ex Britton	angelica tree
Dendropanax laurifolius	(Marchal ex Urb.) R.C. Schneid.	palo de vaca
Dendropemon bicolor	Krug & Urb.	Puerto Rico leechbush
Dendropemon caribaeus	Krug & Urb.	four-angle leechbush
Dendropemon purpureus	(L.) Krug & Urb.	smooth leechbush
Dendropemon sintenisii	Krug & Urb.	hicaquillo
Dendrophthora domingensis	(Spreng.) Eichl.	Cuban tree destroyer
Dendrophthora flagelliformis	(Lam.) Krug & Urb.	Caribbean tree destroyer
Dendrophthora serpyllifolia	(Griseb.) Krug & Urb.	Hispaniolan tree destroyer
Dennstaedtia bipinnata	(Cav.) Maxon	cuplet fern
Dennstaedtia cicutaria	(Sw.) T. Moore	tropical hayscented fern
Dennstaedtia globulifera	(Poir.) Hieron.	southern hayscented fern
Dennstaedtia obtusifolia	(Willd.) T. Moore	bluntleaf hayscented fern
Desmanthus leptophyllus	Kunth	slenderleaf bundleflower
Desmanthus pernambucanus	(L.) Thell.	pigeon bundleflower
Desmanthus virgatus	(L.) Willd.	wild tantan
Desmodium adscendens	(Sw.) DC.	zarzabacoa galana
Desmodium affine	Schltdl.	amor seco
Desmodium axillare	(Sw.) DC.	zarzabacoa de monte
Desmodium axillare var. acutifolium	(Sw.) DC.	zarzabacoa de monte
Desmodium axillare var. axillare	(Sw.) DC.	zarzabacoa de monte
Desmodium axillare var. stoloniferum	(Sw.) DC.	zarzabacoa de monte
Desmodium barbatum	(L.) Benth.	zarzabacoa peluda
Desmodium cubense	Griseb.	Cuban ticktrefoil
Desmodium glabrum	(Mill.) DC.	zarzabacoa dulce
Desmodium incanum	DC.	zarzabacoa comun
Desmodium incanum var. angustifolium	DC.	zarzabacoa comun
Desmodium incanum var. incanum	DC.	zarzabacoa comun
Desmodium intortum	(Mill.) Urb.	greenleaf ticktrefoil
Desmodium procumbens	(Mill.) Hitchc.	western trailing ticktrefoil
Desmodium procumbens var. procumbens	(Mill.) Hitchc.	western trailing ticktrefoil
Desmodium scorpiurus	(Sw.) Desv.	scorpion ticktrefoil
Desmodium tortuosum	(Sw.) DC.	dixie ticktrefoil
Desmodium triflorum	(L.) DC.	threeflower ticktrefoil
Desmodium wydlerianum	Urb.	Wydler's ticktrefoil
Dichaea hystricina	Rchb. f.	arboreal leafystem orchid
Dichaea latifolia	Lindl.	mountain leafystem orchid
Dichaea pendula	(Aubl.) Cogn.	Swartz's leafystem orchid
Dichanthelium aciculare	(Desv. ex Poir.) Gould & C.A. Clark	needleleaf rosette grass
Dichanthelium acuminatum	(Sw.) Gould & C.A. Clark	tapered rosette grass
Dichanthelium acuminatum var. acuminatum	(Sw.) Gould & C.A. Clark	tapered rosette grass
Dichanthelium acuminatum var. fasciculatum	(Sw.) Gould & C.A. Clark	western panicgrass
Dichanthelium dichotomum	(L.) Gould	cypress panicgrass
Dichanthelium dichotomum var. dichotomum	(L.) Gould	cypress panicgrass
Dichanthelium leucothrix	(Nash) Freckmann	rough panicgrass
Dichanthelium ovale	(Elliott) Gould & C.A. Clark	eggleaf rosette grass
